size_sq_meters,bedrooms,bathrooms,price,property_type,district,amenities,price_per_sqm,amenity_count
43.3,3,1,3459.35,House,Dublin 3,Gym;Pool,79.89,2
131.6,3,2,3828.43,Studio,Dublin 8,Gym;Pool,29.09,2
45.3,1,2,1880.04,Studio,Dublin 3,Gym;Parking,41.5,2
77.7,1,2,3821.43,House,Dublin 6,Gym;Parking,49.18,2
125.7,3,2,918.11,Apartment,Dublin 2,None,7.3,0
48.0,3,1,2376.35,House,Dublin 8,Gym;Parking,49.51,2
57.5,4,1,3432.36,Apartment,Dublin 6,None,59.69,0
116.7,3,1,1413.61,Apartment,Dublin 2,Gym;Pool,12.11,2
116.4,4,2,4256.62,Studio,Dublin 3,Gym;Pool,36.57,2
106.9,3,1,1787.13,House,Dublin 3,Parking;Garden,16.72,2
113.3,1,1,3539.58,Studio,Dublin 4,None,31.24,0
95.1,4,2,2501.83,House,Dublin 4,Gym;Pool,26.31,2
60.2,2,2,3303.38,House,Dublin 3,Gym;Pool,54.87,2
71.5,1,1,1251.29,Studio,Dublin 3,None,17.5,0
51.8,4,2,871.03,House,Dublin 1,Parking;Garden,16.82,2
139.0,4,1,4620.17,House,Dublin 1,Parking;Garden,33.24,2
100.0,2,1,1932.45,Apartment,Dublin 6,Parking;Garden,19.32,2
78.1,4,2,4242.64,House,Dublin 4,Parking;Garden,54.32,2
85.4,3,1,4997.27,House,Dublin 4,Gym;Pool,58.52,2
143.7,2,2,1688.01,Studio,Dublin 3,None,11.75,0
48.4,1,2,1913.72,Studio,Dublin 3,None,39.54,0
100.3,1,1,3584.01,House,Dublin 6,Gym;Pool,35.73,2
90.7,3,1,4854.88,Apartment,Dublin 8,Gym;Pool,53.53,2
103.4,1,1,4646.42,Apartment,Dublin 8,Gym;Pool,44.94,2
32.2,4,2,2912.08,Studio,Dublin 8,Gym;Parking,90.44,2
134.7,4,1,4139.46,House,Dublin 4,None,30.73,0
141.9,3,2,1370.13,House,Dublin 1,None,9.66,0
97.8,1,2,4905.24,Apartment,Dublin 8,None,50.16,0
113.6,1,1,4850.28,Apartment,Dublin 2,Parking;Garden,42.7,2
140.7,3,2,1487.66,Apartment,Dublin 6,Gym;Pool,10.57,2
114.9,2,1,2057.58,Studio,Dublin 8,Gym;Pool,17.91,2
48.3,1,1,1220.65,House,Dublin 2,Gym;Pool,25.27,2
99.2,2,1,1941.21,Studio,Dublin 8,Gym;Parking,19.57,2
102.8,1,1,4227.01,House,Dublin 1,None,41.12,0
80.9,1,1,2388.93,Studio,Dublin 1,Gym;Pool,29.53,2
118.4,1,1,1171.27,House,Dublin 8,Gym;Parking,9.89,2
142.1,1,1,2237.35,Apartment,Dublin 2,Gym;Pool,15.74,2
141.1,4,2,4921.81,Apartment,Dublin 6,Parking;Garden,34.88,2
84.1,2,1,3444.67,Apartment,Dublin 2,None,40.96,0
43.6,2,2,2547.88,Studio,Dublin 6,Gym;Parking,58.44,2
148.2,1,2,1499.46,Apartment,Dublin 8,Gym;Pool,10.12,2
130.7,1,2,4941.94,House,Dublin 6,None,37.81,0
45.0,2,1,4247.57,Studio,Dublin 3,Gym;Parking,94.39,2
140.5,4,2,1982.2,House,Dublin 4,None,14.11,0
134.4,3,2,1094.29,Studio,Dublin 4,None,8.14,0
92.3,3,1,1037.83,House,Dublin 1,Parking;Garden,11.24,2
101.0,2,1,1305.59,House,Dublin 3,None,12.93,0
77.9,1,2,3239.23,Studio,Dublin 4,Gym;Parking,41.58,2
36.6,1,1,4700.81,Studio,Dublin 8,None,128.44,0
70.2,4,1,2886.32,Apartment,Dublin 6,Gym;Parking,41.12,2
126.3,3,1,4340.37,Apartment,Dublin 6,None,34.37,0
30.6,4,1,2672.72,House,Dublin 2,Gym;Pool,87.34,2
70.0,3,2,3776.05,House,Dublin 2,Parking;Garden,53.94,2
77.8,2,1,3873.87,House,Dublin 6,Gym;Pool,49.79,2
94.5,3,1,1530.65,Studio,Dublin 8,Parking;Garden,16.2,2
140.4,4,1,2317.11,Studio,Dublin 6,Gym;Parking,16.5,2
71.6,4,2,3476.67,Apartment,Dublin 2,Parking;Garden,48.56,2
71.6,4,2,1096.93,House,Dublin 4,None,15.32,0
118.5,2,1,2318.47,Apartment,Dublin 1,None,19.57,0
84.3,3,1,3046.16,Studio,Dublin 2,Gym;Pool,36.13,2
57.0,3,2,4984.14,Studio,Dublin 8,Parking;Garden,87.44,2
84.3,4,1,2793.04,Studio,Dublin 4,Gym;Parking,33.13,2
46.9,3,1,4227.44,Apartment,Dublin 4,Gym;Parking,90.14,2
51.2,1,2,2614.68,Studio,Dublin 4,None,51.07,0
89.8,1,1,4144.84,House,Dublin 3,Gym;Parking,46.16,2
80.3,1,1,3300.74,Apartment,Dublin 3,None,41.11,0
139.8,3,2,4523.7,Studio,Dublin 4,None,32.36,0
73.5,2,2,2525.96,Apartment,Dublin 8,None,34.37,0
99.7,2,1,3338.08,Apartment,Dublin 6,Gym;Pool,33.48,2
105.9,2,2,3446.08,Studio,Dublin 8,Gym;Pool,32.54,2
31.6,2,1,2553.01,Studio,Dublin 3,None,80.79,0
109.6,1,1,1406.11,Apartment,Dublin 2,None,12.83,0
51.4,1,1,1192.95,Apartment,Dublin 3,None,23.21,0
145.3,4,2,870.02,Studio,Dublin 6,Gym;Parking,5.99,2
47.8,3,2,4468.84,House,Dublin 1,None,93.49,0
79.8,3,1,1793.19,Apartment,Dublin 3,None,22.47,0
40.2,2,1,1688.33,Apartment,Dublin 8,Parking;Garden,42.0,2
149.6,1,2,3891.35,House,Dublin 8,Parking;Garden,26.01,2
90.3,2,2,2144.07,Studio,Dublin 4,Parking;Garden,23.74,2
101.4,4,2,2925.39,Studio,Dublin 4,Parking;Garden,28.85,2
38.0,3,1,1482.55,House,Dublin 4,None,39.01,0
120.0,3,2,4830.93,Studio,Dublin 1,Parking;Garden,40.26,2
55.2,2,2,4376.64,Studio,Dublin 6,Gym;Parking,79.29,2
137.8,4,1,4427.92,Apartment,Dublin 2,Gym;Parking,32.13,2
54.6,3,1,2508.45,Apartment,Dublin 8,Parking;Garden,45.94,2
52.9,4,1,4001.92,Apartment,Dublin 8,Gym;Pool,75.65,2
34.4,4,2,1404.28,House,Dublin 6,Gym;Parking,40.82,2
86.6,2,1,836.2,Studio,Dublin 1,Gym;Parking,9.66,2
97.8,1,1,883.89,Studio,Dublin 4,Parking;Garden,9.04,2
37.9,2,1,3263.73,Apartment,Dublin 6,Parking;Garden,86.11,2
123.1,1,1,2712.66,Apartment,Dublin 2,None,22.04,0
84.4,4,2,2975.66,House,Dublin 4,Gym;Parking,35.26,2
92.9,1,1,831.35,Studio,Dublin 2,Parking;Garden,8.95,2
82.9,4,2,2575.28,House,Dublin 3,Parking;Garden,31.06,2
78.1,3,2,3815.89,Studio,Dublin 2,None,48.86,0
97.2,3,2,2659.31,House,Dublin 4,Gym;Parking,27.36,2
48.6,3,1,3875.32,Apartment,Dublin 3,Parking;Garden,79.74,2
51.8,2,2,1778.68,House,Dublin 4,None,34.34,0
133.4,2,1,4215.2,House,Dublin 8,Parking;Garden,31.6,2
143.5,4,1,3271.41,Apartment,Dublin 4,Gym;Pool,22.8,2
74.8,3,1,1685.21,Studio,Dublin 3,Gym;Pool,22.53,2
62.5,2,2,1794.23,Studio,Dublin 2,Parking;Garden,28.71,2
107.3,3,1,3437.73,Apartment,Dublin 8,Gym;Parking,32.04,2
79.0,2,1,4285.75,House,Dublin 1,Gym;Pool,54.25,2
33.0,1,1,2545.64,House,Dublin 1,None,77.14,0
48.7,1,2,1884.86,House,Dublin 1,Parking;Garden,38.7,2
115.9,3,2,4441.45,Studio,Dublin 1,None,38.32,0
109.1,4,2,3610.93,House,Dublin 6,Gym;Pool,33.1,2
33.3,2,1,2681.96,Studio,Dublin 1,Gym;Parking,80.54,2
56.6,2,2,2849.18,House,Dublin 3,None,50.34,0
57.7,1,1,1657.88,Apartment,Dublin 1,Gym;Pool,28.73,2
110.6,1,1,3432.57,Apartment,Dublin 4,Gym;Pool,31.04,2
32.4,4,2,2306.72,Studio,Dublin 1,Gym;Pool,71.2,2
42.5,4,1,4981.71,Studio,Dublin 2,None,117.22,0
126.0,4,2,2816.77,Apartment,Dublin 3,Gym;Pool,22.36,2
51.4,3,1,2840.72,Apartment,Dublin 3,Parking;Garden,55.27,2
108.3,1,2,3176.58,House,Dublin 8,Gym;Pool,29.33,2
58.6,3,1,4650.38,Apartment,Dublin 6,Parking;Garden,79.36,2
41.9,1,1,4163.44,Studio,Dublin 4,Gym;Parking,99.37,2
59.2,1,1,2694.75,Apartment,Dublin 3,Parking;Garden,45.52,2
116.7,2,1,3818.54,Studio,Dublin 2,Gym;Parking,32.72,2
132.7,1,1,3262.19,Studio,Dublin 1,Gym;Parking,24.58,2
129.6,1,2,2867.94,House,Dublin 3,Parking;Garden,22.13,2
77.7,3,1,1607.73,House,Dublin 2,Gym;Parking,20.69,2
110.2,1,2,2748.53,House,Dublin 1,Parking;Garden,24.94,2
54.6,3,2,1832.44,House,Dublin 6,None,33.56,0
65.2,4,2,4642.34,Apartment,Dublin 3,Gym;Parking,71.2,2
137.6,1,1,2208.71,House,Dublin 3,Parking;Garden,16.05,2
31.6,1,1,4799.51,Apartment,Dublin 2,Gym;Parking,151.88,2
40.3,3,1,3038.83,House,Dublin 8,Gym;Pool,75.41,2
54.9,4,2,3452.49,House,Dublin 4,Parking;Garden,62.89,2
33.2,2,1,3080.35,Studio,Dublin 6,Gym;Pool,92.78,2
51.8,4,1,1343.4,Apartment,Dublin 4,Gym;Parking,25.93,2
100.0,3,2,2378.45,Studio,Dublin 3,Gym;Parking,23.78,2
80.6,4,2,1216.41,House,Dublin 4,None,15.09,0
137.1,3,2,3416.41,Apartment,Dublin 1,Parking;Garden,24.92,2
128.1,3,2,2676.87,House,Dublin 6,Gym;Pool,20.9,2
71.0,2,2,4067.54,Studio,Dublin 4,None,57.29,0
61.1,1,2,1725.98,Apartment,Dublin 1,Gym;Parking,28.25,2
75.6,3,1,1491.18,Studio,Dublin 2,Gym;Parking,19.72,2
100.8,3,2,2506.6,House,Dublin 4,None,24.87,0
62.2,2,1,4691.66,House,Dublin 6,Gym;Pool,75.43,2
104.9,3,1,3783.77,House,Dublin 1,Gym;Parking,36.07,2
79.1,1,1,2559.48,Apartment,Dublin 4,Gym;Parking,32.36,2
96.2,2,2,2972.54,Studio,Dublin 2,Parking;Garden,30.9,2
82.3,1,1,1153.69,Studio,Dublin 4,None,14.02,0
65.3,1,2,4935.22,House,Dublin 1,Gym;Parking,75.58,2
143.8,2,2,3598.91,Studio,Dublin 4,Gym;Pool,25.03,2
121.6,3,1,1998.7,Apartment,Dublin 6,Parking;Garden,16.44,2
46.8,1,2,3260.4,House,Dublin 3,None,69.67,0
134.2,1,1,1259.83,House,Dublin 1,Gym;Pool,9.39,2
88.5,1,1,4856.51,House,Dublin 1,Gym;Parking,54.88,2
137.3,1,2,1534.1,Apartment,Dublin 1,None,11.17,0
126.0,2,1,3521.73,House,Dublin 1,None,27.95,0
81.0,2,1,1830.91,House,Dublin 4,Gym;Pool,22.6,2
32.7,4,1,3813.76,House,Dublin 6,None,116.63,0
62.2,4,2,4062.65,House,Dublin 2,Gym;Pool,65.32,2
95.0,1,1,3628.36,Studio,Dublin 6,Gym;Parking,38.19,2
106.0,3,2,3380.9,House,Dublin 1,Parking;Garden,31.9,2
60.9,1,2,4548.37,Apartment,Dublin 8,Gym;Pool,74.69,2
46.7,3,1,1130.23,House,Dublin 4,Parking;Garden,24.2,2
130.2,1,1,2189.84,House,Dublin 8,None,16.82,0
148.1,4,2,1842.81,Studio,Dublin 4,Gym;Pool,12.44,2
93.1,4,2,4949.66,House,Dublin 1,Gym;Parking,53.16,2
50.6,3,1,2435.44,Studio,Dublin 4,Gym;Pool,48.13,2
62.7,1,1,3876.97,Apartment,Dublin 1,Gym;Pool,61.83,2
32.2,3,2,3675.85,Studio,Dublin 6,Gym;Pool,114.16,2
139.7,4,2,1690.74,House,Dublin 3,Parking;Garden,12.1,2
44.1,1,2,1803.79,Apartment,Dublin 4,Parking;Garden,40.9,2
99.2,1,2,1981.4,House,Dublin 1,None,19.97,0
62.9,3,2,2526.73,Studio,Dublin 8,None,40.17,0
96.5,2,1,1784.17,Apartment,Dublin 1,None,18.49,0
108.2,3,2,882.54,Apartment,Dublin 8,None,8.16,0
129.6,4,2,4493.45,Studio,Dublin 4,Gym;Pool,34.67,2
54.8,4,1,4855.56,Studio,Dublin 2,Parking;Garden,88.61,2
31.3,4,1,2234.6,Apartment,Dublin 8,Parking;Garden,71.39,2
46.4,4,2,2221.73,Apartment,Dublin 1,Parking;Garden,47.88,2
138.0,4,2,829.79,Studio,Dublin 4,Parking;Garden,6.01,2
134.9,2,1,3657.05,House,Dublin 1,None,27.11,0
101.7,1,2,4266.85,Apartment,Dublin 2,Gym;Pool,41.96,2
102.1,3,2,1415.75,Studio,Dublin 3,Parking;Garden,13.87,2
109.8,3,1,1470.6,House,Dublin 2,Gym;Parking,13.39,2
51.0,4,2,4118.35,Apartment,Dublin 6,Gym;Pool,80.75,2
139.7,3,1,3388.42,Apartment,Dublin 4,Gym;Parking,24.25,2
80.3,4,1,988.41,Studio,Dublin 2,Gym;Pool,12.31,2
76.0,2,1,3414.7,House,Dublin 3,Gym;Pool,44.93,2
92.3,2,1,2097.45,Apartment,Dublin 1,Gym;Pool,22.72,2
35.6,1,2,2348.65,House,Dublin 4,Gym;Parking,65.97,2
50.0,2,1,4032.87,House,Dublin 8,Parking;Garden,80.66,2
118.6,2,2,4205.93,Apartment,Dublin 2,Parking;Garden,35.46,2
39.9,1,2,2481.5,House,Dublin 3,Gym;Parking,62.19,2
102.4,3,2,4778.04,Apartment,Dublin 2,Parking;Garden,46.66,2
59.4,4,2,2507.14,House,Dublin 6,None,42.21,0
76.7,4,2,4041.71,Apartment,Dublin 4,Parking;Garden,52.7,2
64.6,3,1,2832.28,Studio,Dublin 1,None,43.84,0
72.7,1,1,4569.64,Apartment,Dublin 3,None,62.86,0
116.3,3,1,4612.6,Apartment,Dublin 2,None,39.66,0
65.7,2,1,1167.15,Apartment,Dublin 4,Gym;Parking,17.76,2
98.0,1,2,4733.27,House,Dublin 2,Parking;Garden,48.3,2
87.1,1,1,4267.25,Studio,Dublin 4,Parking;Garden,48.99,2
109.6,1,2,4123.51,House,Dublin 6,Gym;Parking,37.62,2
142.4,4,2,1643.83,House,Dublin 2,Gym;Parking,11.54,2
117.9,3,1,4181.5,Apartment,Dublin 6,Parking;Garden,35.47,2
55.8,1,1,4370.56,House,Dublin 8,Gym;Parking,78.33,2
33.7,1,1,2014.43,Apartment,Dublin 8,Gym;Parking,59.78,2
61.5,1,1,4799.49,Studio,Dublin 3,None,78.04,0
101.4,3,2,1009.41,House,Dublin 6,Gym;Parking,9.95,2
36.2,4,2,1429.62,House,Dublin 4,None,39.49,0
89.6,2,1,3057.84,House,Dublin 3,Gym;Pool,34.13,2
101.6,4,2,3218.33,Apartment,Dublin 2,None,31.68,0
70.1,1,2,3509.63,Apartment,Dublin 2,None,50.07,0
122.5,4,2,871.27,House,Dublin 4,Gym;Parking,7.11,2
42.8,4,1,4833.54,House,Dublin 1,Parking;Garden,112.93,2
39.0,2,2,987.27,Studio,Dublin 1,Gym;Pool,25.31,2
117.4,3,1,1400.86,Studio,Dublin 2,Gym;Pool,11.93,2
89.5,3,1,858.86,Studio,Dublin 4,Gym;Pool,9.6,2
112.6,4,2,3180.81,Studio,Dublin 1,Parking;Garden,28.25,2
82.2,4,2,4715.52,Studio,Dublin 6,Gym;Pool,57.37,2
59.6,3,1,3596.98,Apartment,Dublin 2,Gym;Pool,60.35,2
128.3,3,2,4255.16,Studio,Dublin 8,Parking;Garden,33.17,2
125.9,2,2,855.78,Studio,Dublin 6,Gym;Pool,6.8,2
113.4,1,1,3076.46,House,Dublin 4,Gym;Parking,27.13,2
62.7,4,1,2730.16,Apartment,Dublin 8,Gym;Parking,43.54,2
100.8,3,1,2895.67,Studio,Dublin 6,None,28.73,0
73.3,4,1,1103.3,Studio,Dublin 1,None,15.05,0
41.0,4,2,3674.63,Studio,Dublin 1,None,89.63,0
140.1,3,2,2913.53,House,Dublin 8,Gym;Parking,20.8,2
46.4,2,1,4013.63,House,Dublin 3,Gym;Parking,86.5,2
144.0,4,1,2838.22,House,Dublin 2,Gym;Parking,19.71,2
83.5,2,1,1427.4,Studio,Dublin 8,None,17.09,0
52.2,3,2,3522.68,House,Dublin 4,None,67.48,0
95.0,1,1,1524.02,Studio,Dublin 2,None,16.04,0
134.8,1,2,4464.06,Apartment,Dublin 6,None,33.12,0
117.9,4,1,3375.09,Studio,Dublin 4,None,28.63,0
126.8,3,1,1460.26,House,Dublin 4,None,11.52,0
109.1,2,1,4841.82,Apartment,Dublin 1,Gym;Parking,44.38,2
113.1,4,2,2977.13,Studio,Dublin 6,Parking;Garden,26.32,2
131.9,3,2,1106.17,Apartment,Dublin 1,Parking;Garden,8.39,2
60.0,3,2,3432.7,Apartment,Dublin 1,None,57.21,0
88.7,2,1,1863.44,Apartment,Dublin 3,Parking;Garden,21.01,2
56.5,4,2,4175.51,Studio,Dublin 1,Parking;Garden,73.9,2
148.5,3,2,4234.85,House,Dublin 2,Gym;Parking,28.52,2
143.3,3,1,4911.58,Studio,Dublin 4,None,34.27,0
34.7,3,1,2907.85,House,Dublin 1,None,83.8,0
114.7,2,2,2710.82,Studio,Dublin 8,Parking;Garden,23.63,2
141.0,4,2,3964.6,Studio,Dublin 2,None,28.12,0
51.7,4,2,1356.38,Studio,Dublin 6,None,26.24,0
98.2,4,2,3097.05,House,Dublin 4,None,31.54,0
139.9,4,1,3094.24,Studio,Dublin 8,None,22.12,0
34.1,1,1,1175.79,Apartment,Dublin 8,Parking;Garden,34.48,2
113.7,1,1,2555.53,Studio,Dublin 6,Gym;Pool,22.48,2
65.7,4,2,4383.8,Apartment,Dublin 8,Parking;Garden,66.72,2
140.9,2,2,4395.85,House,Dublin 2,Gym;Parking,31.2,2
146.5,1,1,1216.8,House,Dublin 6,Gym;Pool,8.31,2
143.3,3,1,1181.03,Studio,Dublin 8,Gym;Pool,8.24,2
86.9,1,2,1903.32,Studio,Dublin 6,Gym;Pool,21.9,2
133.4,3,2,4474.02,Studio,Dublin 6,Parking;Garden,33.54,2
131.3,4,1,1341.39,Apartment,Dublin 1,Gym;Parking,10.22,2
68.3,1,1,3823.99,House,Dublin 1,Parking;Garden,55.99,2
129.5,2,1,1224.9,Apartment,Dublin 1,Gym;Parking,9.46,2
34.4,1,2,3417.18,Apartment,Dublin 8,Parking;Garden,99.34,2
101.6,1,2,2295.48,Studio,Dublin 4,Parking;Garden,22.59,2
57.6,1,2,4113.44,Studio,Dublin 2,Parking;Garden,71.41,2
44.5,4,2,1781.5,Apartment,Dublin 8,Gym;Pool,40.03,2
39.2,2,2,3484.65,Apartment,Dublin 1,Parking;Garden,88.89,2
113.6,1,2,1789.87,Studio,Dublin 6,Gym;Parking,15.76,2
70.8,2,1,3797.37,Studio,Dublin 8,Gym;Parking,53.64,2
117.0,4,1,4469.45,Apartment,Dublin 6,Gym;Parking,38.2,2
37.8,3,2,1332.57,Studio,Dublin 6,Gym;Pool,35.25,2
67.8,1,1,4439.7,Studio,Dublin 6,Parking;Garden,65.48,2
94.7,2,2,3293.02,Apartment,Dublin 3,Parking;Garden,34.77,2
124.9,2,1,1333.86,Apartment,Dublin 4,None,10.68,0
68.3,4,2,2595.68,House,Dublin 2,Gym;Pool,38.0,2
105.1,1,1,1475.61,Apartment,Dublin 2,Gym;Parking,14.04,2
136.3,3,1,3741.46,Studio,Dublin 1,Gym;Parking,27.45,2
103.9,2,2,3987.25,Apartment,Dublin 3,Parking;Garden,38.38,2
58.0,1,2,1244.35,Apartment,Dublin 8,Gym;Parking,21.45,2
32.9,3,1,2925.79,Apartment,Dublin 8,Parking;Garden,88.93,2
134.4,2,1,4221.43,House,Dublin 2,Parking;Garden,31.41,2
32.6,2,2,4731.88,House,Dublin 4,None,145.15,0
135.0,3,1,2956.78,Studio,Dublin 6,Gym;Pool,21.9,2
93.5,3,2,4791.17,House,Dublin 1,Parking;Garden,51.24,2
142.7,4,2,3049.89,Apartment,Dublin 4,Parking;Garden,21.37,2
125.9,1,1,2455.6,House,Dublin 2,Parking;Garden,19.5,2
149.8,1,2,4362.45,Apartment,Dublin 3,None,29.12,0
72.1,4,1,2870.53,House,Dublin 1,Parking;Garden,39.81,2
122.1,2,1,2781.99,House,Dublin 2,Gym;Pool,22.78,2
78.2,3,2,2859.31,House,Dublin 8,Gym;Pool,36.56,2
87.6,3,1,4356.5,Apartment,Dublin 1,Gym;Parking,49.73,2
105.3,3,2,4294.15,House,Dublin 2,Gym;Pool,40.78,2
134.8,2,2,2494.78,Apartment,Dublin 8,Gym;Parking,18.51,2
148.1,3,2,2199.86,Apartment,Dublin 8,Gym;Pool,14.85,2
122.2,3,1,2866.1,Studio,Dublin 6,Gym;Parking,23.45,2
80.1,4,2,3205.64,House,Dublin 3,Parking;Garden,40.02,2
80.6,2,1,1801.02,Studio,Dublin 6,None,22.35,0
118.5,1,2,4134.61,Studio,Dublin 2,None,34.89,0
58.7,4,2,2843.23,Apartment,Dublin 4,None,48.44,0
43.3,4,2,2202.99,House,Dublin 6,Parking;Garden,50.88,2
72.6,1,1,1248.65,Apartment,Dublin 4,None,17.2,0
64.5,4,1,1803.15,Apartment,Dublin 8,Gym;Pool,27.96,2
65.6,2,2,4786.98,House,Dublin 2,Gym;Parking,72.97,2
58.0,3,2,2081.42,Apartment,Dublin 3,Parking;Garden,35.89,2
35.1,2,1,1509.21,House,Dublin 4,None,43.0,0
32.1,1,1,2734.83,House,Dublin 2,Gym;Pool,85.2,2
148.5,1,1,2089.77,Apartment,Dublin 4,Gym;Pool,14.07,2
81.3,4,2,947.67,Apartment,Dublin 6,Parking;Garden,11.66,2
76.1,2,1,2157.21,Studio,Dublin 2,Parking;Garden,28.35,2
111.6,2,2,3085.26,Apartment,Dublin 6,None,27.65,0
56.2,1,1,3117.19,House,Dublin 1,Gym;Parking,55.47,2
144.0,2,2,2297.55,Studio,Dublin 2,None,15.96,0
124.4,1,2,2678.67,House,Dublin 4,None,21.53,0
40.7,2,2,4855.18,Studio,Dublin 1,Parking;Garden,119.29,2
80.1,2,1,2384.86,Apartment,Dublin 6,None,29.77,0
135.5,2,1,1884.55,Apartment,Dublin 6,None,13.91,0
143.4,1,1,1822.56,Apartment,Dublin 4,Gym;Parking,12.71,2
86.1,4,2,2722.61,House,Dublin 1,Gym;Pool,31.62,2
103.6,2,2,3989.98,Studio,Dublin 8,Gym;Pool,38.51,2
50.0,1,1,1665.15,House,Dublin 3,Gym;Parking,33.3,2
148.9,1,2,3779.04,Studio,Dublin 4,Gym;Pool,25.38,2
57.8,2,2,888.83,Apartment,Dublin 6,None,15.38,0
143.1,2,2,2559.52,House,Dublin 2,Gym;Parking,17.89,2
108.0,4,1,4058.63,Apartment,Dublin 1,Gym;Parking,37.58,2
102.9,1,2,2222.68,House,Dublin 8,Parking;Garden,21.6,2
91.5,1,1,3167.7,Apartment,Dublin 3,Gym;Pool,34.62,2
57.7,3,1,1660.91,House,Dublin 2,Parking;Garden,28.79,2
51.2,1,1,3916.38,House,Dublin 1,None,76.49,0
56.5,4,1,1019.57,Studio,Dublin 8,Gym;Parking,18.05,2
52.4,3,1,4380.68,Apartment,Dublin 4,None,83.6,0
123.6,3,2,1632.42,Studio,Dublin 8,Gym;Pool,13.21,2
72.0,3,1,4472.47,Studio,Dublin 4,Parking;Garden,62.12,2
36.9,2,1,2280.62,Apartment,Dublin 1,Gym;Pool,61.81,2
146.3,2,1,3835.27,House,Dublin 8,None,26.22,0
136.1,1,2,2140.75,Studio,Dublin 3,Parking;Garden,15.73,2
141.3,3,2,4604.83,Apartment,Dublin 8,Gym;Pool,32.59,2
149.4,4,2,1331.88,House,Dublin 1,None,8.91,0
50.9,2,2,1549.78,Studio,Dublin 2,Gym;Pool,30.45,2
77.5,4,1,2870.73,Studio,Dublin 2,Gym;Parking,37.04,2
121.0,4,1,1144.14,Studio,Dublin 8,Parking;Garden,9.46,2
113.5,2,2,1623.12,House,Dublin 8,Parking;Garden,14.3,2
48.5,2,2,4763.82,Studio,Dublin 4,Parking;Garden,98.22,2
127.9,2,2,4901.26,House,Dublin 1,Gym;Parking,38.32,2
56.9,2,2,2380.29,Studio,Dublin 4,Parking;Garden,41.83,2
56.9,3,1,4677.8,Apartment,Dublin 3,Gym;Parking,82.21,2
94.4,3,2,3088.26,Studio,Dublin 2,Parking;Garden,32.71,2
101.2,3,2,1932.92,Apartment,Dublin 6,Gym;Pool,19.1,2
99.6,3,2,3750.07,Apartment,Dublin 6,Gym;Pool,37.65,2
41.0,1,2,3567.39,Apartment,Dublin 1,Gym;Pool,87.01,2
135.3,3,2,4954.33,House,Dublin 1,Gym;Pool,36.62,2
61.9,2,2,1913.2,Apartment,Dublin 6,Gym;Parking,30.91,2
45.5,4,2,3622.65,Studio,Dublin 1,None,79.62,0
136.6,3,1,1018.5,House,Dublin 2,None,7.46,0
144.7,1,1,1277.31,Apartment,Dublin 3,Gym;Pool,8.83,2
133.5,2,1,816.46,House,Dublin 3,None,6.12,0
127.1,4,1,4997.73,House,Dublin 4,None,39.32,0
108.6,4,1,4169.55,House,Dublin 2,Parking;Garden,38.39,2
96.1,3,1,4104.24,Studio,Dublin 1,Gym;Parking,42.71,2
40.4,4,2,2940.85,Apartment,Dublin 1,Gym;Pool,72.79,2
79.0,3,2,2060.28,House,Dublin 4,None,26.08,0
74.7,3,1,1435.31,House,Dublin 4,None,19.21,0
61.2,2,2,1995.63,House,Dublin 1,Gym;Pool,32.61,2
116.8,2,1,2379.08,Apartment,Dublin 1,Parking;Garden,20.37,2
89.5,1,2,3976.5,House,Dublin 2,Gym;Pool,44.43,2
39.7,2,2,3066.58,House,Dublin 4,Parking;Garden,77.24,2
56.4,2,2,1125.43,Studio,Dublin 2,None,19.95,0
112.0,3,2,875.72,Apartment,Dublin 8,Gym;Parking,7.82,2
39.1,2,2,1229.8,Studio,Dublin 1,Parking;Garden,31.45,2
132.1,3,2,2524.09,Apartment,Dublin 6,Parking;Garden,19.11,2
89.4,3,1,4719.41,Apartment,Dublin 6,Gym;Pool,52.79,2
87.7,2,1,3477.09,Apartment,Dublin 8,None,39.65,0
101.1,1,2,4167.67,Studio,Dublin 1,Gym;Parking,41.22,2
129.0,1,1,2758.77,Studio,Dublin 4,Gym;Pool,21.39,2
71.7,4,2,2319.0,Studio,Dublin 6,Gym;Pool,32.34,2
111.4,4,1,1255.28,Studio,Dublin 4,Gym;Parking,11.27,2
97.9,2,2,4478.92,House,Dublin 6,None,45.75,0
62.0,1,1,4089.27,House,Dublin 4,Gym;Parking,65.96,2
135.4,3,2,1506.1,House,Dublin 6,Gym;Pool,11.12,2
125.7,4,1,2951.49,Apartment,Dublin 4,Gym;Pool,23.48,2
109.0,3,2,2846.97,House,Dublin 8,Parking;Garden,26.12,2
132.1,4,1,3425.38,Apartment,Dublin 2,Gym;Parking,25.93,2
134.1,2,2,4773.98,Studio,Dublin 4,Gym;Parking,35.6,2
115.0,1,2,3235.04,Apartment,Dublin 2,Gym;Parking,28.13,2
130.4,4,2,3068.91,Apartment,Dublin 2,Gym;Pool,23.53,2
113.7,1,1,1011.36,House,Dublin 1,None,8.89,0
111.6,3,1,1064.21,Studio,Dublin 8,Gym;Pool,9.54,2
104.2,2,1,1586.86,Studio,Dublin 2,Parking;Garden,15.23,2
120.3,1,2,936.38,House,Dublin 3,Gym;Pool,7.78,2
49.0,2,1,3922.08,Studio,Dublin 2,Gym;Pool,80.04,2
